106789,"history, historical fiction, biography"
204905,romance
96892,"comics, graphic"
198821,"fantasy, paranormal"
11515,romance
179026,romance
36921,young-adult
240153,romance
14618,non-fiction
37980,"comics, graphic"
2568,"fantasy, paranormal"
34618,romance
156160,young-adult
512315,"fantasy, paranormal"
11622,romance
18637,"mystery, thriller, crime"
2639,"fantasy, paranormal"
45176,romance
79276,non-fiction
77703,non-fiction
62638,"history, historical fiction, biography"
34873,non-fiction
20237,non-fiction
85787,"fantasy, paranormal"
166847,"comics, graphic"
29534,"fantasy, paranormal"
320359,"comics, graphic"
1371,young-adult
262990,"mystery, thriller, crime"
177445,romance
82679,young-adult
71538,romance
292382,"mystery, thriller, crime"
124971,romance
164,non-fiction
146762,"fantasy, paranormal"
3908,"fantasy, paranormal"
10140,romance
200209,"history, historical fiction, biography"
119029,"fantasy, paranormal"
18504,romance
68033,"fantasy, paranormal"
250856,non-fiction
169721,romance
216566,"fantasy, paranormal"
78345,romance
59879,"comics, graphic"
33035,"mystery, thriller, crime"
222881,romance
37315,young-adult
109531,"fantasy, paranormal"
107291,non-fiction
7435,"mystery, thriller, crime"
57344,young-adult
275703,"history, historical fiction, biography"
179916,"fantasy, paranormal"
86136,"history, historical fiction, biography"
72263,non-fiction
36991,"history, historical fiction, biography"
205265,"mystery, thriller, crime"
34994,non-fiction
69008,romance
158003,"history, historical fiction, biography"
254199,"comics, graphic"
99995,romance
222464,"fantasy, paranormal"
108389,"mystery, thriller, crime"
127992,"comics, graphic"
117713,non-fiction
407106,poetry
43003,"history, historical fiction, biography"
47325,young-adult
124277,romance
12713,"history, historical fiction, biography"
429917,"fantasy, paranormal"
130932,children
155366,"fantasy, paranormal"
23475,romance
269053,romance
317155,children
70309,non-fiction
565259,"history, historical fiction, biography"
12436,romance
97985,romance
13175,"fantasy, paranormal"
8252,"history, historical fiction, biography"
820,non-fiction
244100,"history, historical fiction, biography"
381585,"fantasy, paranormal"
115524,"fantasy, paranormal"
67264,"fantasy, paranormal"
161512,non-fiction
56217,non-fiction
155683,non-fiction
170438,"mystery, thriller, crime"
7273,"fantasy, paranormal"
111778,"mystery, thriller, crime"
317145,children
116453,"comics, graphic"
383927,romance
35042,"history, historical fiction, biography"
102408,non-fiction
13317,"fantasy, paranormal"
52960,young-adult
59135,non-fiction
7895,"mystery, thriller, crime"
7910,"mystery, thriller, crime"
17118,fiction
131636,non-fiction
38878,non-fiction
60399,"comics, graphic"
192040,"comics, graphic"
184154,"fantasy, paranormal"
58044,"fantasy, paranormal"
115196,"fantasy, paranormal"
183413,"fantasy, paranormal"
81561,young-adult
4804,"fantasy, paranormal"
321403,young-adult
64639,"history, historical fiction, biography"
12795,children
115030,"mystery, thriller, crime"
183969,non-fiction
184124,"fantasy, paranormal"
14096,"fantasy, paranormal"
75867,young-adult
7048,"fantasy, paranormal"
306658,romance
133955,"history, historical fiction, biography"
111463,romance
355017,"history, historical fiction, biography"
102703,romance
8423,fiction
38782,young-adult
399277,"history, historical fiction, biography"
17010,fiction
118493,romance
123511,"history, historical fiction, biography"
42525,"mystery, thriller, crime"
350177,"comics, graphic"
102250,"mystery, thriller, crime"
123898,"fantasy, paranormal"
36878,"history, historical fiction, biography"
89193,"fantasy, paranormal"
236728,non-fiction
15060,"fantasy, paranormal"
18182,non-fiction
146310,young-adult
39039,children
19909,non-fiction
20053,non-fiction
19381,"fantasy, paranormal"
49659,"fantasy, paranormal"
147521,"fantasy, paranormal"
26307,young-adult
19275,"fantasy, paranormal"
280261,romance
222624,"mystery, thriller, crime"
271719,"fantasy, paranormal"
18978,"mystery, thriller, crime"
213107,non-fiction
351106,non-fiction
75586,young-adult
264986,non-fiction
58648,"fantasy, paranormal"
39083,young-adult
197820,"history, historical fiction, biography"
44945,romance
527745,romance
144677,"mystery, thriller, crime"
225667,"mystery, thriller, crime"
14026,children
67311,young-adult
book_id_csv,genres
157945,"history, historical fiction, biography"
8437,fiction
157631,romance
154204,"history, historical fiction, biography"
1009,"history, historical fiction, biography"
85541,"history, historical fiction, biography"
245,"history, historical fiction, biography"
269979,"fantasy, paranormal"
200285,"history, historical fiction, biography"
243854,"history, historical fiction, biography"
126746,"fantasy, paranormal"
104039,"history, historical fiction, biography"
144480,fiction
88877,children
97443,children
32603,romance
16153,romance
3281,"fantasy, paranormal"
50077,non-fiction
54187,"history, historical fiction, biography"
4950,"fantasy, paranormal"
3862,"fantasy, paranormal"
184483,"history, historical fiction, biography"
404692,"history, historical fiction, biography"
25581,"mystery, thriller, crime"
5779,"fantasy, paranormal"
5233,"history, historical fiction, biography"
112729,"fantasy, paranormal"
61788,"fantasy, paranormal"
535300,"fantasy, paranormal"
99964,non-fiction
42797,"mystery, thriller, crime"
67693,"history, historical fiction, biography"
12594,romance
19342,"history, historical fiction, biography"
115069,romance
69513,young-adult
60357,"comics, graphic"
99212,"mystery, thriller, crime"
217688,"mystery, thriller, crime"
39191,young-adult
273000,"fantasy, paranormal"
214416,non-fiction
1226,romance
145858,"comics, graphic"
18178,non-fiction
71855,non-fiction
35235,children
85467,"fantasy, paranormal"
134362,romance
116214,"history, historical fiction, biography"
42589,"history, historical fiction, biography"
139268,romance
226880,"fantasy, paranormal"
42869,"mystery, thriller, crime"
114222,"fantasy, paranormal"
82278,"history, historical fiction, biography"
12678,romance
3512,"fantasy, paranormal"
58770,non-fiction
135798,romance
33903,"history, historical fiction, biography"
159132,"history, historical fiction, biography"
12516,romance
32540,"mystery, thriller, crime"
401001,young-adult
59295,romance
36332,"comics, graphic"
331473,romance
304860,"comics, graphic"
17008,"mystery, thriller, crime"
217875,"history, historical fiction, biography"
29456,"fantasy, paranormal"
6466,young-adult
25708,"mystery, thriller, crime"
58304,"mystery, thriller, crime"
6248,romance
52502,"history, historical fiction, biography"
3095,young-adult
116915,"comics, graphic"
185942,"fantasy, paranormal"
155232,non-fiction
138535,romance
130413,"history, historical fiction, biography"
11457,romance
67191,non-fiction
104909,"fantasy, paranormal"
61621,"comics, graphic"
287583,romance
75583,"mystery, thriller, crime"
96008,romance
23863,romance
164057,"fantasy, paranormal"
66710,"mystery, thriller, crime"
18229,"history, historical fiction, biography"
265579,"mystery, thriller, crime"
632391,"history, historical fiction, biography"
159374,poetry
779693,children
65245,romance
10983,romance
392326,"fantasy, paranormal"
63276,"history, historical fiction, biography"
128068,"comics, graphic"
12787,"fantasy, paranormal"
125262,romance
274363,romance
18065,non-fiction
250079,young-adult
40141,young-adult
23833,romance
19494,"fantasy, paranormal"
74551,"history, historical fiction, biography"
5739,"mystery, thriller, crime"
35652,"fantasy, paranormal"
566570,"fantasy, paranormal"
40286,non-fiction
49404,fiction
540820,"history, historical fiction, biography"
404338,"mystery, thriller, crime"
19858,children
158586,"history, historical fiction, biography"
303362,romance
1694,"mystery, thriller, crime"
185159,"comics, graphic"
22144,romance
107895,romance
444275,non-fiction
57848,"comics, graphic"
90594,"fantasy, paranormal"
51571,"fantasy, paranormal"
75279,"fantasy, paranormal"
7277,"comics, graphic"
62181,"mystery, thriller, crime"
169779,young-adult
118116,romance
69079,young-adult
13538,young-adult
1302,"history, historical fiction, biography"
91368,"mystery, thriller, crime"
24233,"mystery, thriller, crime"
50539,young-adult
21476,young-adult
68006,"fantasy, paranormal"
408738,non-fiction
124605,romance
33329,"mystery, thriller, crime"
50759,"fantasy, paranormal"
53231,"mystery, thriller, crime"
135123,"fantasy, paranormal"
94791,"fantasy, paranormal"
58696,non-fiction
225630,poetry
119482,romance
342468,"fantasy, paranormal"
41918,children
14782,"history, historical fiction, biography"
279317,"comics, graphic"
57808,"fantasy, paranormal"
122847,"fantasy, paranormal"
257847,non-fiction
15539,"fantasy, paranormal"
548229,romance
36592,"history, historical fiction, biography"
71745,romance
53402,"mystery, thriller, crime"
8708,"mystery, thriller, crime"
16352,non-fiction
17122,non-fiction
57078,"comics, graphic"
198344,"fantasy, paranormal"
249021,"comics, graphic"
23440,romance
40103,romance
39810,"fantasy, paranormal"
3504,"fantasy, paranormal"
399651,"fantasy, paranormal"
40219,romance
20692,"fantasy, paranormal"
69701,"history, historical fiction, biography"
101362,"comics, graphic"
264437,children
18774,poetry
276710,fiction
131136,"fantasy, paranormal"
248880,"fantasy, paranormal"
149785,"mystery, thriller, crime"
45167,romance
120954,fiction
152571,"fantasy, paranormal"
61692,young-adult
1373,non-fiction
255133,romance
86723,young-adult
176528,"history, historical fiction, biography"
116411,"comics, graphic"
60315,"comics, graphic"
582823,"fantasy, paranormal"
41825,"comics, graphic"
55073,"history, historical fiction, biography"
20871,non-fiction
107658,"fantasy, paranormal"
24853,poetry
308352,"fantasy, paranormal"
61685,"fantasy, paranormal"
329907,"fantasy, paranormal"
58054,children
218834,"mystery, thriller, crime"
161066,"history, historical fiction, biography"
108747,"history, historical fiction, biography"
534182,romance
204523,romance
24160,"fantasy, paranormal"
184305,"fantasy, paranormal"
354755,"comics, graphic"
56546,"fantasy, paranormal"
209392,"fantasy, paranormal"
116575,"fantasy, paranormal"
200676,romance
7981,"history, historical fiction, biography"
63568,young-adult
45162,romance
261728,"fantasy, paranormal"
67546,young-adult
36117,non-fiction
208136,"history, historical fiction, biography"
66237,children
381989,"mystery, thriller, crime"
16519,non-fiction
853215,"mystery, thriller, crime"
98659,romance
375106,"fantasy, paranormal"
14036,non-fiction
265589,"mystery, thriller, crime"
57594,non-fiction
91642,"history, historical fiction, biography"
134339,children
71436,romance
109974,"mystery, thriller, crime"
202153,non-fiction
75554,children
14337,"fantasy, paranormal"
467119,romance
346304,non-fiction
388583,romance
3952,"fantasy, paranormal"
20040,"history, historical fiction, biography"
82700,"fantasy, paranormal"
20198,"history, historical fiction, biography"
222038,"comics, graphic"
225262,"history, historical fiction, biography"
111634,"fantasy, paranormal"
20062,non-fiction
3755,young-adult
176403,"fantasy, paranormal"
140077,"fantasy, paranormal"
7740,"history, historical fiction, biography"
100973,romance
25782,"history, historical fiction, biography"
22313,"fantasy, paranormal"
19400,"fantasy, paranormal"
149818,"fantasy, paranormal"
109787,romance
207877,romance
65912,romance
27559,"fantasy, paranormal"
280542,romance
75791,children
3643,"fantasy, paranormal"
14992,"fantasy, paranormal"
148397,"fantasy, paranormal"
146549,"history, historical fiction, biography"
22596,"fantasy, paranormal"
5008,"fantasy, paranormal"
248602,"fantasy, paranormal"
95309,"fantasy, paranormal"
94463,"fantasy, paranormal"
136179,"mystery, thriller, crime"
67471,young-adult
131967,"fantasy, paranormal"
199028,romance
71572,romance
book_id_csv,genres
5606,"fantasy, paranormal"
199842,"fantasy, paranormal"
54764,"mystery, thriller, crime"
68451,young-adult
5201,"fantasy, paranormal"
97373,"mystery, thriller, crime"
186658,"fantasy, paranormal"
116279,"comics, graphic"
57954,"comics, graphic"
21260,"comics, graphic"
12281,"fantasy, paranormal"
325565,"history, historical fiction, biography"
118114,romance
5490,"fantasy, paranormal"
155426,children
27283,"fantasy, paranormal"
180755,"history, historical fiction, biography"
57571,poetry
34895,"history, historical fiction, biography"
151557,"comics, graphic"
107178,fiction
181467,young-adult
16688,non-fiction
308489,non-fiction
11784,romance
25860,"mystery, thriller, crime"
6348,"fantasy, paranormal"
7472,"fantasy, paranormal"
36213,"fantasy, paranormal"
65255,"history, historical fiction, biography"
12708,romance
67258,romance
83995,non-fiction
410481,"history, historical fiction, biography"
82091,"comics, graphic"
351360,"fantasy, paranormal"
5254,"fantasy, paranormal"
60088,"history, historical fiction, biography"
113924,romance
134364,romance
304248,poetry
57892,"fantasy, paranormal"
157985,"mystery, thriller, crime"
443013,young-adult
179492,young-adult
82063,young-adult
159055,children
80664,romance
87873,"mystery, thriller, crime"
282137,"comics, graphic"
179378,romance
150199,romance
4888,romance
108113,non-fiction
3783,"fantasy, paranormal"
206590,"mystery, thriller, crime"
75815,"fantasy, paranormal"
12091,romance
131945,"fantasy, paranormal"
1361,"mystery, thriller, crime"
19340,"fantasy, paranormal"
220148,romance
4365,romance
22873,young-adult
11911,romance
103967,young-adult
12877,"fantasy, paranormal"
153560,"fantasy, paranormal"
125604,romance
2110,young-adult
298793,romance
11407,romance
123383,romance
43442,romance
70161,romance
195054,romance
13540,non-fiction
17507,"fantasy, paranormal"
38015,romance
65097,"mystery, thriller, crime"
95935,romance
130467,"fantasy, paranormal"
189895,"comics, graphic"
346728,romance
198815,"fantasy, paranormal"
74800,romance
512751,children
295086,romance
582521,young-adult
66663,"mystery, thriller, crime"
11264,romance
1561,"fantasy, paranormal"
59737,non-fiction
130560,"history, historical fiction, biography"
13006,non-fiction
21183,"history, historical fiction, biography"
22026,fiction
178238,non-fiction
138897,romance
108966,"mystery, thriller, crime"
273957,"fantasy, paranormal"
26097,young-adult
19974,"mystery, thriller, crime"
269571,young-adult
16314,"fantasy, paranormal"
67978,"fantasy, paranormal"
17582,non-fiction
126876,"fantasy, paranormal"
185738,"fantasy, paranormal"
19385,"fantasy, paranormal"
10310,romance
71539,romance
78770,"history, historical fiction, biography"
19338,"fantasy, paranormal"
22055,non-fiction
236818,romance
56430,"comics, graphic"
278753,non-fiction
164011,"mystery, thriller, crime"
169806,poetry
142369,"history, historical fiction, biography"
222729,young-adult
9772,"mystery, thriller, crime"
266532,romance
9745,romance
147855,"mystery, thriller, crime"
24886,"history, historical fiction, biography"
181630,young-adult
1016179,young-adult
37002,young-adult
55691,non-fiction
31864,"fantasy, paranormal"
582513,non-fiction
118964,"history, historical fiction, biography"
26812,"fantasy, paranormal"
35680,"fantasy, paranormal"
118333,"mystery, thriller, crime"
102097,young-adult
112079,"history, historical fiction, biography"
68237,"history, historical fiction, biography"
101030,non-fiction
74860,non-fiction
19676,fiction
105900,"history, historical fiction, biography"
13676,"mystery, thriller, crime"
50374,young-adult
63048,"mystery, thriller, crime"
52586,"fantasy, paranormal"
15410,"fantasy, paranormal"
91593,"fantasy, paranormal"
9057,romance
24591,non-fiction
62536,"history, historical fiction, biography"
51802,"comics, graphic"
57393,young-adult
133,"fantasy, paranormal"
45288,romance
117289,"mystery, thriller, crime"
69730,non-fiction
36373,young-adult
25411,children
15190,"comics, graphic"
144415,children
378596,"fantasy, paranormal"
118082,romance
201294,romance
166112,"history, historical fiction, biography"
17623,"fantasy, paranormal"
91151,young-adult
20976,romance
26071,"fantasy, paranormal"
50441,"fantasy, paranormal"
5800,"fantasy, paranormal"
94644,"fantasy, paranormal"
96913,children
46709,"mystery, thriller, crime"
158052,non-fiction
200583,non-fiction
48720,"fantasy, paranormal"
289181,children
45307,romance
120877,"history, historical fiction, biography"
79096,non-fiction
38019,"comics, graphic"
13995,romance
128406,children
105795,non-fiction
342189,"mystery, thriller, crime"
23276,poetry
167404,"history, historical fiction, biography"
19952,"fantasy, paranormal"
59147,"mystery, thriller, crime"
54463,children
116647,"mystery, thriller, crime"
21931,"mystery, thriller, crime"
132903,poetry
25850,"mystery, thriller, crime"
256338,"history, historical fiction, biography"
35971,"mystery, thriller, crime"
73844,young-adult
97320,fiction
17676,"history, historical fiction, biography"
243144,non-fiction
218092,non-fiction
13992,"history, historical fiction, biography"
183774,young-adult
21147,"fantasy, paranormal"
61624,"comics, graphic"
8262,"comics, graphic"
56451,non-fiction
74007,poetry
56535,"fantasy, paranormal"
460498,"fantasy, paranormal"
49668,romance
76366,young-adult
27900,"mystery, thriller, crime"
8225,"comics, graphic"
28664,non-fiction
254292,"fantasy, paranormal"
111908,"history, historical fiction, biography"
7138,non-fiction
78904,"comics, graphic"
130947,"history, historical fiction, biography"
56153,non-fiction
12968,"mystery, thriller, crime"
262392,"fantasy, paranormal"
136100,romance
25546,non-fiction
46829,"history, historical fiction, biography"
31763,"comics, graphic"
114651,romance
15377,"mystery, thriller, crime"
44764,romance
494485,non-fiction
41282,non-fiction
64676,"history, historical fiction, biography"
47481,"mystery, thriller, crime"
57708,young-adult
44471,romance
18959,romance
100788,"mystery, thriller, crime"
16727,"fantasy, paranormal"
6287,young-adult
99621,"fantasy, paranormal"
242447,non-fiction
128581,"fantasy, paranormal"
21131,"fantasy, paranormal"
261581,children
346187,non-fiction
35447,"fantasy, paranormal"
112621,"fantasy, paranormal"
51724,"history, historical fiction, biography"
36187,young-adult
444029,romance
380407,"comics, graphic"
35430,romance
47182,"mystery, thriller, crime"
177730,non-fiction
55222,"history, historical fiction, biography"
5962,"fantasy, paranormal"
7314,fiction
19276,"fantasy, paranormal"
123086,"fantasy, paranormal"
32599,romance
222860,romance
210949,"history, historical fiction, biography"
97782,romance
179738,"comics, graphic"
110026,romance
3416,"fantasy, paranormal"
217402,romance
105064,"fantasy, paranormal"
3693,"fantasy, paranormal"
105873,children
284396,"mystery, thriller, crime"
127729,"comics, graphic"
book_id_csv,genres
42051,"fantasy, paranormal"
6147,"fantasy, paranormal"
163114,romance
61969,"fantasy, paranormal"
26549,"comics, graphic"
28365,"history, historical fiction, biography"
266359,"fantasy, paranormal"
29106,"mystery, thriller, crime"
65889,romance
343649,"comics, graphic"
56266,"mystery, thriller, crime"
36214,romance
60320,"comics, graphic"
15092,"mystery, thriller, crime"
17581,non-fiction
140311,"mystery, thriller, crime"
44980,romance
20426,non-fiction
88605,romance
118803,poetry
130957,"mystery, thriller, crime"
251861,non-fiction
411934,children
61959,"fantasy, paranormal"
234129,romance
21545,non-fiction
4685,young-adult
44535,romance
21532,young-adult
91526,children
3212,"fantasy, paranormal"
636464,"fantasy, paranormal"
17750,non-fiction
7987,"history, historical fiction, biography"
66060,romance
47857,"fantasy, paranormal"
101047,children
39294,"history, historical fiction, biography"
58517,romance
6634,"fantasy, paranormal"
1346,"history, historical fiction, biography"
85790,non-fiction
6591,"fantasy, paranormal"
6469,young-adult
62248,"fantasy, paranormal"
54145,"history, historical fiction, biography"
168389,non-fiction
20474,"history, historical fiction, biography"
3754,young-adult
173923,"mystery, thriller, crime"
190680,"comics, graphic"
65584,children
47658,"fantasy, paranormal"
128394,children
18929,romance
134065,poetry
24710,children
450399,non-fiction
22642,romance
669,"fantasy, paranormal"
296459,"mystery, thriller, crime"
159131,"history, historical fiction, biography"
28023,romance
185009,"mystery, thriller, crime"
24430,"history, historical fiction, biography"
321244,"mystery, thriller, crime"
77099,romance
84978,"fantasy, paranormal"
18133,romance
243201,"fantasy, paranormal"
56886,romance
152214,"comics, graphic"
630738,"fantasy, paranormal"
147134,"fantasy, paranormal"
50600,children
95739,romance
329340,"comics, graphic"
21393,"history, historical fiction, biography"
129837,non-fiction
51764,"history, historical fiction, biography"
12175,romance
168881,non-fiction
106874,"history, historical fiction, biography"
76840,"history, historical fiction, biography"
3720,romance
128,"mystery, thriller, crime"
24065,"mystery, thriller, crime"
26981,"fantasy, paranormal"
27671,"fantasy, paranormal"
27340,romance
16312,"fantasy, paranormal"
3441,romance
74364,non-fiction
1910,young-adult
216370,romance
47266,non-fiction
213700,"fantasy, paranormal"
160716,romance
27201,romance
11525,romance
2982,romance
165,non-fiction
62163,young-adult
96285,"fantasy, paranormal"
11052,romance
23647,romance
94778,"fantasy, paranormal"
37550,young-adult
353078,"mystery, thriller, crime"
10102,romance
138764,romance
27867,young-adult
10768,romance
17266,"comics, graphic"
9935,romance
51080,young-adult
40460,"comics, graphic"
41969,"fantasy, paranormal"
2186,"fantasy, paranormal"
45180,romance
302938,non-fiction
12973,children
1637,young-adult
87274,"comics, graphic"
25346,non-fiction
9837,romance
190992,young-adult
26124,"comics, graphic"
18071,"mystery, thriller, crime"
8200,"mystery, thriller, crime"
19320,"fantasy, paranormal"
135739,romance
70952,"history, historical fiction, biography"
64739,non-fiction
31538,"comics, graphic"
325841,"history, historical fiction, biography"
57492,young-adult
7452,"fantasy, paranormal"
255291,romance
17953,"history, historical fiction, biography"
156362,romance
60955,romance
92790,"history, historical fiction, biography"
118942,romance
166345,"fantasy, paranormal"
16339,"fantasy, paranormal"
20850,non-fiction
145670,"mystery, thriller, crime"
9397,romance
91296,"fantasy, paranormal"
269001,"mystery, thriller, crime"
64833,romance
219042,"history, historical fiction, biography"
7824,non-fiction
124616,romance
51753,"history, historical fiction, biography"
57220,poetry
214558,children
90086,poetry
94202,non-fiction
324054,romance
99892,"fantasy, paranormal"
153253,non-fiction
185744,non-fiction
35968,"history, historical fiction, biography"
77814,"history, historical fiction, biography"
38180,romance
22865,young-adult
71560,"mystery, thriller, crime"
32621,non-fiction
50262,"history, historical fiction, biography"
257154,non-fiction
552412,romance
76823,"mystery, thriller, crime"
220740,"comics, graphic"
48144,non-fiction
48859,romance
355290,"fantasy, paranormal"
695,non-fiction
167009,romance
7383,"history, historical fiction, biography"
106770,"mystery, thriller, crime"
241771,"mystery, thriller, crime"
117260,children
32640,"fantasy, paranormal"
307451,children
17732,"fantasy, paranormal"
129035,"mystery, thriller, crime"
220013,"history, historical fiction, biography"
265584,"mystery, thriller, crime"
22287,"mystery, thriller, crime"
337517,"history, historical fiction, biography"
513592,"mystery, thriller, crime"
20045,"history, historical fiction, biography"
88064,romance
35859,"history, historical fiction, biography"
36173,romance
40637,romance
56553,"comics, graphic"
21479,young-adult
167974,young-adult
100743,"mystery, thriller, crime"
31884,non-fiction
586,non-fiction
144707,romance
47586,"mystery, thriller, crime"
19136,"fantasy, paranormal"
108651,"history, historical fiction, biography"
254456,children
35054,"fantasy, paranormal"
17984,non-fiction
7894,"mystery, thriller, crime"
61585,children
451685,young-adult
79559,"history, historical fiction, biography"
63044,"mystery, thriller, crime"
199499,"history, historical fiction, biography"
35906,"history, historical fiction, biography"
184081,young-adult
38683,romance
15161,"mystery, thriller, crime"
175491,"fantasy, paranormal"
178487,"mystery, thriller, crime"
20091,"history, historical fiction, biography"
40055,"fantasy, paranormal"
40054,"fantasy, paranormal"
53654,"mystery, thriller, crime"
273894,non-fiction
100301,"fantasy, paranormal"
75287,"fantasy, paranormal"
47173,"mystery, thriller, crime"
198907,romance
6953,"fantasy, paranormal"
18895,"history, historical fiction, biography"
7153,"history, historical fiction, biography"
45322,romance
17634,"fantasy, paranormal"
39332,"fantasy, paranormal"
128000,"fantasy, paranormal"
42077,young-adult
262832,"mystery, thriller, crime"
58105,young-adult
20743,"fantasy, paranormal"
98346,"fantasy, paranormal"
6962,young-adult
52279,non-fiction
25637,children
266490,non-fiction
78081,"comics, graphic"
13085,"fantasy, paranormal"
21884,young-adult
184123,romance
259679,"fantasy, paranormal"
36007,"comics, graphic"
242264,young-adult
146132,non-fiction
224203,"mystery, thriller, crime"
59259,"mystery, thriller, crime"
142847,"comics, graphic"
51557,"mystery, thriller, crime"
705233,fiction
70428,poetry
116651,non-fiction
134368,non-fiction
237153,"mystery, thriller, crime"
131358,romance
39175,young-adult
141295,"fantasy, paranormal"
436248,"fantasy, paranormal"
98315,"history, historical fiction, biography"
21820,children
14731,non-fiction
20531,non-fiction
3255,"fantasy, paranormal"
24433,romance
47372,"history, historical fiction, biography"
27596,"fantasy, paranormal"
155532,non-fiction
199689,non-fiction
114479,"history, historical fiction, biography"
192081,"fantasy, paranormal"
393242,non-fiction
216157,"history, historical fiction, biography"
63672,non-fiction
33411,"history, historical fiction, biography"
118732,children
38491,romance
66166,romance
35224,"mystery, thriller, crime"
159515,"history, historical fiction, biography"
162848,"history, historical fiction, biography"
34184,"history, historical fiction, biography"
13110,non-fiction
361548,non-fiction
122553,"mystery, thriller, crime"
40180,young-adult
13401,"mystery, thriller, crime"
95394,"fantasy, paranormal"
355730,"comics, graphic"
6620,"fantasy, paranormal"
234453,"history, historical fiction, biography"
35795,"history, historical fiction, biography"
146643,"fantasy, paranormal"
41924,young-adult
150678,"mystery, thriller, crime"
61984,"fantasy, paranormal"
129175,non-fiction
53855,"mystery, thriller, crime"
85054,young-adult
232697,romance
37499,young-adult
book_id_csv,genres
28838,non-fiction
5768,"mystery, thriller, crime"
416,non-fiction
127909,"comics, graphic"
4371,young-adult
82624,non-fiction
13487,"history, historical fiction, biography"
181152,"comics, graphic"
48825,"mystery, thriller, crime"
185891,"fantasy, paranormal"
104925,young-adult
139967,"comics, graphic"
44307,romance
109984,romance
128336,non-fiction
81884,children
253918,non-fiction
56581,"comics, graphic"
6475,"fantasy, paranormal"
418741,young-adult
14981,"fantasy, paranormal"
79980,romance
348231,"mystery, thriller, crime"
18075,"history, historical fiction, biography"
56525,"comics, graphic"
28849,non-fiction
116961,"fantasy, paranormal"
233069,romance
224140,"mystery, thriller, crime"
21577,"fantasy, paranormal"
7402,non-fiction
18124,non-fiction
7251,"fantasy, paranormal"
334543,romance
77501,"comics, graphic"
134713,young-adult
176526,"history, historical fiction, biography"
88932,"fantasy, paranormal"
20429,"history, historical fiction, biography"
61058,"fantasy, paranormal"
89794,young-adult
140724,young-adult
19856,young-adult
22421,young-adult
105107,romance
128325,"history, historical fiction, biography"
26300,"mystery, thriller, crime"
42152,"fantasy, paranormal"
58845,"fantasy, paranormal"
31620,"comics, graphic"
96595,"history, historical fiction, biography"
78414,"history, historical fiction, biography"
7418,romance
80778,"fantasy, paranormal"
88945,"fantasy, paranormal"
145668,non-fiction
12240,romance
15511,"mystery, thriller, crime"
10295,young-adult
52778,"mystery, thriller, crime"
130085,romance
151269,"history, historical fiction, biography"
1381,"history, historical fiction, biography"
6550,"fantasy, paranormal"
158150,romance
50628,"history, historical fiction, biography"
69255,young-adult
105059,romance
179855,"history, historical fiction, biography"
66058,romance
12507,romance
128218,"fantasy, paranormal"
144355,"history, historical fiction, biography"
114147,romance
110345,fiction
213406,romance
2859,"history, historical fiction, biography"
78555,"fantasy, paranormal"
290196,children
76168,children
116951,"mystery, thriller, crime"
251593,romance
2013,"mystery, thriller, crime"
108257,"mystery, thriller, crime"
23079,romance
3105,"fantasy, paranormal"
216181,"fantasy, paranormal"
118210,"history, historical fiction, biography"
126780,"fantasy, paranormal"
127876,"comics, graphic"
16165,"mystery, thriller, crime"
18183,non-fiction
157310,"mystery, thriller, crime"
19214,"comics, graphic"
46505,romance
99606,romance
1330,"history, historical fiction, biography"
50886,"history, historical fiction, biography"
264105,"fantasy, paranormal"
167456,"mystery, thriller, crime"
318832,"fantasy, paranormal"
9662,romance
10360,romance
146315,young-adult
891439,romance
17992,non-fiction
2540,romance
16496,"mystery, thriller, crime"
219221,"history, historical fiction, biography"
1990,romance
490,"history, historical fiction, biography"
123087,"fantasy, paranormal"
2156,"fantasy, paranormal"
378249,"fantasy, paranormal"
13552,non-fiction
147339,"mystery, thriller, crime"
130863,"history, historical fiction, biography"
197589,"fantasy, paranormal"
37630,"mystery, thriller, crime"
95840,romance
253308,"fantasy, paranormal"
135929,romance
34679,"fantasy, paranormal"
108048,non-fiction
189994,"comics, graphic"
19329,"fantasy, paranormal"
150790,romance
106546,"fantasy, paranormal"
55700,"mystery, thriller, crime"
16541,"mystery, thriller, crime"
79977,young-adult
72250,"fantasy, paranormal"
149556,"fantasy, paranormal"
43149,romance
1022,children
75619,young-adult
113053,romance
421084,"fantasy, paranormal"
26807,"fantasy, paranormal"
68169,"fantasy, paranormal"
253600,children
39352,"fantasy, paranormal"
98314,"history, historical fiction, biography"
39593,young-adult
111910,"mystery, thriller, crime"
3597,"fantasy, paranormal"
267511,"mystery, thriller, crime"
66967,non-fiction
82987,romance
92647,"history, historical fiction, biography"
41372,"history, historical fiction, biography"
78064,non-fiction
244536,romance
41591,"mystery, thriller, crime"
42611,non-fiction
190628,non-fiction
66056,romance
397,non-fiction
67762,"fantasy, paranormal"
225534,"mystery, thriller, crime"
350958,poetry
76994,"mystery, thriller, crime"
14522,"fantasy, paranormal"
7442,"fantasy, paranormal"
50398,"history, historical fiction, biography"
234451,"history, historical fiction, biography"
88772,"fantasy, paranormal"
126648,"comics, graphic"
24020,"mystery, thriller, crime"
87291,children
36142,"history, historical fiction, biography"
13210,non-fiction
76812,"mystery, thriller, crime"
180023,"fantasy, paranormal"
264432,"mystery, thriller, crime"
17339,"fantasy, paranormal"
19297,"fantasy, paranormal"
